X,Y,Z,TYPE,BOUND,com_area,mount,veg,port,h_dev,rivers,USAGE_ALL
150.0,126.0,664.618.601.629,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
150.0,129.0,695.954.998.947,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
150.0,132.0,820.249.550.141,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
150.0,135.0,866.576.985.137,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
150.0,138.0,848.653.944.779,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
150.0,141.0,878.128.650.108,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,144.0,855.681.812.881,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,147.0,921.381.008.401,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,150.0,908.101.370.035,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,153.0,816.993.464.141,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,156.0,758.562.725.543,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,159.0,879.378.477.413,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,162.0,106.363.553.951,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,165.0,975.253.119.437,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,168.0,871.906.817.010,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,171.0,720.041.763.010,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,174.0,685.528.043.316,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,177.0,696.630.538.324,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,180.0,816.178.481.180,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,183.0,840.470.504.332,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,186.0,843.909.302.517,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,189.0,911.809.735.393,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,192.0,111.084.296.239,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,195.0,116.462.940.285,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,198.0,109.417.118.463,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,201.0,948.448.166.619,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,204.0,929.235.016.281,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,207.0,888.326.751.291,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,210.0,809.127.011.382,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,213.0,672.486.504.353,land,no_bound,com_area,N,N,N,N,N,com_area
150.0,216.0,525.569.204.011,land,bound,com_area,N,N,N,N,N,com_area
150.0,219.0,498.930.703.398,land,bound,com_area,N,N,N,N,N,com_area
150.0,222.0,419.755.639.812,land,no_bound,N,N,veg,N,N,N,veg
150.0,225.0,279.384.875.185,land,no_bound,N,N,veg,N,N,N,veg
150.0,228.0,144.462.396.547,land,no_bound,N,N,veg,N,N,N,veg
150,231,0,sea,no_bound,N,N,N,N,N,N,
150,234,0,sea,no_bound,N,N,N,N,N,N,
150,237,0,sea,no_bound,N,N,N,N,N,N,
150,240,0,sea,no_bound,N,N,N,N,N,N,
150,243,0,sea,no_bound,N,N,N,N,N,N,
150,246,0,sea,no_bound,N,N,N,N,N,N,
150,249,0,sea,no_bound,N,N,N,N,N,N,
150,252,0,sea,no_bound,N,N,N,N,N,N,
150,255,0,sea,no_bound,N,N,N,N,N,N,
150,258,0,sea,no_bound,N,N,N,N,N,N,
150,261,0,sea,no_bound,N,N,N,N,N,N,
150,264,0,sea,no_bound,N,N,N,N,N,N,
150,267,0,sea,no_bound,N,N,N,N,N,N,
150,270,0,sea,no_bound,N,N,N,N,N,N,
150,273,0,sea,no_bound,N,N,N,N,N,N,
150,276,0,sea,no_bound,N,N,N,N,N,N,
150,279,0,sea,no_bound,N,N,N,N,N,N,
150,282,0,sea,no_bound,N,N,N,N,N,N,
150,285,0,sea,no_bound,N,N,N,N,N,N,
150,288,0,sea,no_bound,N,N,N,N,N,N,
150,291,0,sea,no_bound,N,N,N,N,N,N,
150,294,0,sea,no_bound,N,N,N,N,N,N,
150,297,0,sea,no_bound,N,N,N,N,N,N,
150,300,0,sea,no_bound,N,N,N,N,N,N,
150,303,0,sea,no_bound,N,N,N,N,N,N,
150,306,0,sea,no_bound,N,N,N,N,N,N,
150,309,0,sea,no_bound,N,N,N,N,N,N,
150,312,0,sea,no_bound,N,N,N,N,N,N,
150,315,0,sea,no_bound,N,N,N,N,N,N,
150,318,0,sea,no_bound,N,N,N,N,N,N,
150,321,0,sea,no_bound,N,N,N,N,N,N,
153.0,0.0,190.411.066.966,land,no_bound,N,N,N,N,N,N,
153.0,3.0,182.109.926.020,land,no_bound,N,N,N,N,N,N,
153.0,6.0,182.682.113.493,land,no_bound,N,N,N,N,N,N,
153.0,9.0,198.322.573.788,land,no_bound,N,N,N,N,N,N,
153.0,12.0,202.075.677.781,land,no_bound,N,N,N,N,N,N,
153.0,15.0,197.605.118.128,land,no_bound,N,N,N,N,N,N,
153.0,18.0,192.120.886.652,land,no_bound,N,N,N,N,N,N,
153.0,21.0,177.332.101.759,land,no_bound,N,N,N,N,N,N,
153.0,24.0,185.525.817.066,land,no_bound,N,N,N,N,N,N,
153.0,27.0,179.323.039.212,land,no_bound,N,N,N,N,N,N,
153.0,30.0,188.632.705.073,land,no_bound,N,N,N,N,N,N,
153.0,33.0,181.236.886.510,land,no_bound,N,N,N,N,N,N,
153.0,36.0,184.788.501.715,land,no_bound,N,N,N,N,N,N,
153.0,39.0,189.009.157.082,land,no_bound,N,N,N,N,N,N,
153.0,42.0,177.938.878.444,land,no_bound,N,N,N,N,N,N,
153.0,45.0,181.523.102.049,land,no_bound,N,N,N,N,N,N,
153.0,48.0,179.020.241.379,land,no_bound,N,N,N,N,N,N,
153.0,51.0,175.590.028.328,land,no_bound,N,N,N,N,N,N,
153.0,54.0,186.015.427.358,land,no_bound,N,N,N,N,N,N,
153.0,57.0,176.812.598.970,land,no_bound,N,N,N,N,N,N,
153.0,60.0,115.956.766.885,land,no_bound,N,N,N,N,N,N,
153.0,63.0,130.739.647.961,land,no_bound,N,N,N,N,N,N,
153.0,66.0,134.966.643.842,land,no_bound,N,N,N,N,N,N,
153.0,69.0,916.043.294.639,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,72.0,609.096.685.557,land,no_bound,com_area,N,N,N,N,N,com_area
153,75,0,sea,no_bound,N,N,N,N,N,N,
153,78,0,sea,no_bound,N,N,N,N,N,N,
153,81,0,sea,no_bound,N,N,N,N,N,N,
153,84,0,sea,no_bound,N,N,N,N,N,N,
153.0,87.0,0.567380626467,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,90.0,189.064.438.110,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,93.0,358.033.452.216,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,96.0,456.102.495.288,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,99.0,425.433.082.912,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,102.0,479.097.268.832,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,105.0,565.902.942.528,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,108.0,647.309.115.039,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,111.0,921.454.597.411,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,114.0,107.201.572.707,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,117.0,105.071.500.824,land,no_bound,com_area,mount,N,N,N,N,com_areamount
153.0,120.0,766.702.803.300,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,123.0,623.167.051.719,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,126.0,649.461.936.135,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,129.0,794.095.693.565,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,132.0,810.483.449.067,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,135.0,801.348.306.306,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,138.0,774.374.105.285,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,141.0,757.427.542.126,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,144.0,744.885.453.147,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,147.0,780.680.766.054,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,150.0,835.041.957.398,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,153.0,803.364.941.881,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,156.0,696.509.387.775,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,159.0,701.231.510.114,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,162.0,801.633.822.362,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,165.0,778.329.943.167,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,168.0,666.832.193.292,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,171.0,601.928.249.736,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,174.0,575.917.318.843,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
153.0,177.0,674.385.385.844,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,180.0,717.018.453.886,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,183.0,726.867.486.964,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,186.0,763.186.242.044,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,189.0,815.985.690.198,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,192.0,100.596.975.199,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,195.0,103.300.787.198,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,198.0,887.768.253.967,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,201.0,739.059.165.475,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,204.0,727.316.033.523,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,207.0,624.658.794.265,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,210.0,553.250.139.038,land,no_bound,com_area,N,N,N,N,N,com_area
153.0,213.0,337.368.330.776,land,bound,com_area,N,N,N,N,N,com_area
153.0,216.0,234.181.203.294,land,bound,N,N,veg,N,N,N,veg
153.0,219.0,146.081.552.441,land,no_bound,N,N,veg,N,N,N,veg
153.0,222.0,0.391283694304,land,bound,N,N,veg,N,N,N,veg
153,225,0,sea,no_bound,N,N,N,N,N,N,
153,228,0,sea,no_bound,N,N,N,N,N,N,
153,231,0,sea,no_bound,N,N,N,N,N,N,
153,234,0,sea,no_bound,N,N,N,N,N,N,
153,237,0,sea,no_bound,N,N,N,N,N,N,
153,240,0,sea,no_bound,N,N,N,N,N,N,
153,243,0,sea,no_bound,N,N,N,N,N,N,
153,246,0,sea,no_bound,N,N,N,N,N,N,
153,249,0,sea,no_bound,N,N,N,N,N,N,
153,252,0,sea,no_bound,N,N,N,N,N,N,
153,255,0,sea,no_bound,N,N,N,N,N,N,
153,258,0,sea,no_bound,N,N,N,N,N,N,
153,261,0,sea,no_bound,N,N,N,N,N,N,
153,264,0,sea,no_bound,N,N,N,N,N,N,
153,267,0,sea,no_bound,N,N,N,N,N,N,
153,270,0,sea,no_bound,N,N,N,N,N,N,
153,273,0,sea,no_bound,N,N,N,N,N,N,
153,276,0,sea,no_bound,N,N,N,N,N,N,
153,279,0,sea,no_bound,N,N,N,N,N,N,
153,282,0,sea,no_bound,N,N,N,N,N,N,
153,285,0,sea,no_bound,N,N,N,N,N,N,
153,288,0,sea,no_bound,N,N,N,N,N,N,
153,291,0,sea,no_bound,N,N,N,N,N,N,
153,294,0,sea,no_bound,N,N,N,N,N,N,
153,297,0,sea,no_bound,N,N,N,N,N,N,
153,300,0,sea,no_bound,N,N,N,N,N,N,
153,303,0,sea,no_bound,N,N,N,N,N,N,
153,306,0,sea,no_bound,N,N,N,N,N,N,
153,309,0,sea,no_bound,N,N,N,N,N,N,
153,312,0,sea,no_bound,N,N,N,N,N,N,
153,315,0,sea,no_bound,N,N,N,N,N,N,
153,318,0,sea,no_bound,N,N,N,N,N,N,
153,321,0,sea,no_bound,N,N,N,N,N,N,
156.0,0.0,190.012.504.567,land,no_bound,N,N,N,N,N,N,
156.0,3.0,187.754.466.874,land,no_bound,N,N,N,N,N,N,
156.0,6.0,195.943.371.021,land,no_bound,N,N,N,N,N,N,
156.0,9.0,212.502.289.790,land,no_bound,N,N,N,N,N,N,
156.0,12.0,209.179.892.783,land,no_bound,N,N,N,N,N,N,
156.0,15.0,192.509.907.075,land,no_bound,N,N,N,N,N,N,
156.0,18.0,181.324.606.977,land,no_bound,N,N,N,N,N,N,
156.0,21.0,169.275.705.023,land,no_bound,N,N,N,N,N,N,
156.0,24.0,177.140.209.817,land,no_bound,N,N,N,N,N,N,
156.0,27.0,182.476.325.419,land,no_bound,N,N,N,N,N,N,
156.0,30.0,187.228.849.476,land,no_bound,N,N,N,N,N,N,
156.0,33.0,185.585.760.957,land,no_bound,N,N,N,N,N,N,
156.0,36.0,194.259.390.778,land,no_bound,N,N,N,N,N,N,
156.0,39.0,188.946.741.648,land,no_bound,N,N,N,N,N,N,
156.0,42.0,180.213.085.241,land,no_bound,N,N,N,N,N,N,
156.0,45.0,200.543.985.603,land,no_bound,N,N,N,N,N,N,
156.0,48.0,198.907.088.395,land,no_bound,N,N,N,N,N,N,
156.0,51.0,187.050.084.350,land,no_bound,N,N,N,N,N,N,
156.0,54.0,171.843.765.471,land,no_bound,N,N,N,N,N,N,
156.0,57.0,180.161.572.528,land,no_bound,N,N,N,N,N,N,
156.0,60.0,129.650.370.576,land,no_bound,N,N,N,N,N,N,
156.0,63.0,106.358.526.009,land,no_bound,N,N,N,N,N,N,
156.0,66.0,121.084.626.657,land,no_bound,N,N,N,N,N,N,
156.0,69.0,937.100.355.562,land,no_bound,com_area,N,N,N,N,N,com_area
156.0,72.0,433.050.980.753,land,no_bound,com_area,N,N,N,N,N,com_area
156,75,0,sea,no_bound,N,N,N,N,N,N,
156,78,0,sea,no_bound,N,N,N,N,N,N,
156,81,0,sea,no_bound,N,N,N,N,N,N,
156.0,84.0,0.226302502513,land,no_bound,N,N,N,N,N,N,
156.0,87.0,125.861.883.273,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,90.0,303.793.376.345,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,93.0,440.066.991.328,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,96.0,462.054.419.207,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,99.0,453.176.507.204,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,102.0,571.188.833.100,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,105.0,635.011.837.005,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,108.0,751.558.482.260,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,111.0,957.017.576.634,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,114.0,986.615.648.330,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,117.0,877.343.773.387,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,120.0,666.886.213.109,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,123.0,512.428.608.152,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,126.0,590.129.631.274,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,129.0,687.825.477.066,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,132.0,711.589.218.102,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,135.0,653.514.841.486,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,138.0,587.996.184.770,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,141.0,615.066.351.338,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,144.0,631.896.939.376,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,147.0,636.498.935.002,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,150.0,652.672.966.295,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,153.0,682.125.856.782,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,156.0,519.458.511.737,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,159.0,458.994.786.701,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,162.0,526.189.807.698,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,165.0,493.795.215.456,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,168.0,427.229.956.721,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,171.0,423.970.355.103,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,174.0,449.193.052.238,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,177.0,500.812.041.646,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,180.0,522.191.651.695,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,183.0,556.747.247.154,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,186.0,560.154.640.863,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,189.0,562.152.961.555,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,192.0,650.760.686.380,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,195.0,642.943.880.766,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
156.0,198.0,579.570.044.327,land,no_bound,com_area,N,N,N,N,N,com_area
156.0,201.0,483.322.465.005,land,no_bound,com_area,N,N,N,N,N,com_area
156.0,204.0,381.042.302.241,land,no_bound,com_area,N,N,N,N,N,com_area
156.0,207.0,235.823.019.173,land,no_bound,com_area,N,N,N,N,N,com_area
156.0,210.0,0.708093252251,land,no_bound,com_area,N,N,N,N,N,com_area
156,213,0,sea,no_bound,N,N,N,N,N,N,
156,216,0,sea,no_bound,N,N,N,N,N,N,
156,219,0,sea,no_bound,N,N,N,N,N,N,
156,222,0,sea,no_bound,N,N,N,N,N,N,
156,225,0,sea,no_bound,N,N,N,N,N,N,
156,228,0,sea,no_bound,N,N,N,N,N,N,
156,231,0,sea,no_bound,N,N,N,N,N,N,
156,234,0,sea,no_bound,N,N,N,N,N,N,
156,237,0,sea,no_bound,N,N,N,N,N,N,
156,240,0,sea,no_bound,N,N,N,N,N,N,
156,243,0,sea,no_bound,N,N,N,N,N,N,
156,246,0,sea,no_bound,N,N,N,N,N,N,
156,249,0,sea,no_bound,N,N,N,N,N,N,
156,252,0,sea,no_bound,N,N,N,N,N,N,
156,255,0,sea,no_bound,N,N,N,N,N,N,
156,258,0,sea,no_bound,N,N,N,N,N,N,
156,261,0,sea,no_bound,N,N,N,N,N,N,
156,264,0,sea,no_bound,N,N,N,N,N,N,
156,267,0,sea,no_bound,N,N,N,N,N,N,
156,270,0,sea,no_bound,N,N,N,N,N,N,
156,273,0,sea,no_bound,N,N,N,N,N,N,
156,276,0,sea,no_bound,N,N,N,N,N,N,
156,279,0,sea,no_bound,N,N,N,N,N,N,
156,282,0,sea,no_bound,N,N,N,N,N,N,
156,285,0,sea,no_bound,N,N,N,N,N,N,
156,288,0,sea,no_bound,N,N,N,N,N,N,
156,291,0,sea,no_bound,N,N,N,N,N,N,
156,294,0,sea,no_bound,N,N,N,N,N,N,
156,297,0,sea,no_bound,N,N,N,N,N,N,
156,300,0,sea,no_bound,N,N,N,N,N,N,
156,303,0,sea,no_bound,N,N,N,N,N,N,
156,306,0,sea,no_bound,N,N,N,N,N,N,
156,309,0,sea,no_bound,N,N,N,N,N,N,
156,312,0,sea,no_bound,N,N,N,N,N,N,
156,315,0,sea,no_bound,N,N,N,N,N,N,
156,318,0,sea,no_bound,N,N,N,N,N,N,
156.0,321.0,0.26790257274,land,no_bound,N,N,N,N,N,N,
159.0,0.0,188.392.365.955,land,no_bound,N,N,N,N,N,N,
159.0,3.0,187.712.723.774,land,no_bound,N,N,N,N,N,N,
159.0,6.0,195.111.772.617,land,no_bound,N,N,N,N,N,N,
159.0,9.0,207.961.405.495,land,no_bound,N,N,N,N,N,N,
159.0,12.0,189.042.749.007,land,no_bound,N,N,N,N,N,N,
159.0,15.0,168.298.918.279,land,no_bound,N,N,N,N,N,N,
159.0,18.0,170.527.501.157,land,no_bound,N,N,N,N,N,N,
159.0,21.0,181.711.709.862,land,no_bound,N,N,N,N,N,N,
159.0,24.0,189.215.544.272,land,no_bound,N,N,N,N,N,N,
159.0,27.0,182.612.382.151,land,no_bound,N,N,N,N,N,N,
159.0,30.0,182.276.263.495,land,no_bound,N,N,N,N,N,N,
159.0,33.0,184.713.042.442,land,no_bound,N,N,N,N,N,N,
159.0,36.0,190.242.404.056,land,no_bound,N,N,N,N,N,N,
159.0,39.0,192.170.745.925,land,no_bound,N,N,N,N,N,N,
159.0,42.0,175.794.925.616,land,no_bound,N,N,N,N,N,N,
159.0,45.0,188.938.914.586,land,no_bound,N,N,N,N,N,N,
159.0,48.0,197.597.116.610,land,no_bound,N,N,N,N,N,N,
159.0,51.0,195.789.219.678,land,no_bound,N,N,N,N,N,N,
159.0,54.0,168.922.940.342,land,no_bound,N,N,N,N,N,N,
159.0,57.0,140.554.531.874,land,no_bound,N,N,N,N,N,N,
159.0,60.0,126.266.944.477,land,no_bound,N,N,N,N,N,N,
159.0,63.0,875.714.966.928,land,no_bound,N,N,N,N,N,N,
159.0,66.0,912.941.844.290,land,no_bound,N,N,N,N,N,N,
159.0,69.0,752.152.285.367,land,no_bound,com_area,N,N,N,N,N,com_area
159.0,72.0,0.786452657807,land,no_bound,com_area,N,N,N,N,N,com_area
159,75,0,sea,no_bound,N,N,N,N,N,N,
159,78,0,sea,no_bound,N,N,N,N,N,N,
159,81,0,sea,no_bound,N,N,N,N,N,N,
159.0,84.0,12.624.683.972,land,no_bound,N,N,veg,N,N,N,veg
159.0,87.0,161.922.428.783,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,90.0,320.217.809.387,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,93.0,421.529.093.965,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,96.0,448.545.555.131,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,99.0,513.410.580.626,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,102.0,624.398.699.148,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,105.0,645.379.743.239,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,108.0,809.825.013.594,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,111.0,990.823.780.782,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,114.0,887.124.909.490,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,117.0,716.083.121.415,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,120.0,612.745.300.429,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,123.0,415.655.720.446,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,126.0,456.611.329.198,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,129.0,498.752.135.471,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,132.0,517.743.296.194,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,135.0,449.388.066.213,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,138.0,346.898.597.111,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,141.0,351.384.879.010,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,144.0,324.054.254.709,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,147.0,340.166.903.262,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,150.0,334.798.306.700,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,153.0,361.699.580.495,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,156.0,190.508.460.863,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,159.0,113.822.532.621,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,162.0,0.945925322093,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,165.0,0.884034399692,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,168.0,0.791879606304,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,171.0,135.400.079.095,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,174.0,219.520.970.226,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,177.0,304.063.608.140,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,180.0,307.765.812.025,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,183.0,325.562.330.690,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,186.0,276.056.357.553,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,189.0,255.574.700.158,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,192.0,302.765.499.629,land,no_bound,com_area,N,veg,N,N,N,com_areaveg
159.0,195.0,315.973.591.983,land,no_bound,com_area,N,N,N,N,N,com_area
159.0,198.0,259.288.898.085,land,no_bound,com_area,N,N,N,N,N,com_area
159.0,201.0,132.642.726.159,land,no_bound,com_area,N,N,N,N,N,com_area
159.0,204.0,0.159105158195,land,no_bound,N,N,N,N,N,N,
159,207,0,sea,no_bound,N,N,N,N,N,N,
159,210,0,sea,no_bound,N,N,N,N,N,N,
159,213,0,sea,no_bound,N,N,N,N,N,N,
159,216,0,sea,no_bound,N,N,N,N,N,N,
159,219,0,sea,no_bound,N,N,N,N,N,N,
159,222,0,sea,no_bound,N,N,N,N,N,N,
159,225,0,sea,no_bound,N,N,N,N,N,N,
159,228,0,sea,no_bound,N,N,N,N,N,N,
159,231,0,sea,no_bound,N,N,N,N,N,N,
159,234,0,sea,no_bound,N,N,N,N,N,N,
159,237,0,sea,no_bound,N,N,N,N,N,N,
159,240,0,sea,no_bound,N,N,N,N,N,N,
159,243,0,sea,no_bound,N,N,N,N,N,N,
159,246,0,sea,no_bound,N,N,N,N,N,N,
159,249,0,sea,no_bound,N,N,N,N,N,N,
159,252,0,sea,no_bound,N,N,N,N,N,N,
159,255,0,sea,no_bound,N,N,N,N,N,N,
159,258,0,sea,no_bound,N,N,N,N,N,N,
159,261,0,sea,no_bound,N,N,N,N,N,N,
159,264,0,sea,no_bound,N,N,N,N,N,N,
159,267,0,sea,no_bound,N,N,N,N,N,N,
159,270,0,sea,no_bound,N,N,N,N,N,N,
159,273,0,sea,no_bound,N,N,N,N,N,N,
159,276,0,sea,no_bound,N,N,N,N,N,N,
159,279,0,sea,no_bound,N,N,N,N,N,N,
159,282,0,sea,no_bound,N,N,N,N,N,N,
159,285,0,sea,no_bound,N,N,N,N,N,N,
159,288,0,sea,no_bound,N,N,N,N,N,N,
159,291,0,sea,no_bound,N,N,N,N,N,N,
159,294,0,sea,no_bound,N,N,N,N,N,N,
159,297,0,sea,no_bound,N,N,N,N,N,N,
159,300,0,sea,no_bound,N,N,N,N,N,N,
159,303,0,sea,no_bound,N,N,N,N,N,N,
159,306,0,sea,no_bound,N,N,N,N,N,N,
159,309,0,sea,no_bound,N,N,N,N,N,N,
159,312,0,sea,no_bound,N,N,N,N,N,N,
159,315,0,sea,no_bound,N,N,N,N,N,N,
159,318,0,sea,no_bound,N,N,N,N,N,N,
159.0,321.0,130.052.502.576,land,no_bound,N,N,N,N,N,N,
